IMO,Navio,Operação,Comp(m),DWT,Carga,Qtd.Carga,Calado(m),Agência,Prev Chegada,Ultima Atualização
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,04/08/23
9548835,STAR DALMATIA,EXPORTAÇÃO,200,51.593,CELULOSE,16.000,6,WILSON SONS SHIPPING SERVICES LTDA,13/08/23,07/08/23
9529592,EAGLE ARROW,EXPORTAÇÃO,200,62.967,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,16/08/23,07/08/23
9107306,PINE ARROW,EXPORTAÇÃO,190,48.041,CELULOSE,43.000,7,WILSON SONS SHIPPING SERVICES LTDA,14/08/23,07/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,07/08/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,07/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,02/09/23,07/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,23/08/23,07/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,25/08/23,07/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,7.29,ORION RODOS,09/08/23,07/08/23
9596844,BARBOSA LIMA SOBRINHO,IMPORTAÇÃO,118,5.095,GLP,35,6.3,LACHMANN,09/08/23,07/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,28/08/23,07/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,13/08/23,07/08/23
9578294,BADGER ISLAND,EXPORTAÇÃO,190,58.086,SOJA,50.000,6,LBH BRASIL,09/08/23,07/08/23
9748033,CRIMSON KINGDOM,EXPORTAÇÃO,228,84.860,MILHO,71.500,7,L.M.A. SHIPPING & CONSULTING,10/08/23,07/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,08/08/23,07/08/23
9583756,GEORGIA T,EXPORTAÇÃO,229,80.415,SOJA,63.000,7,L.M.A. SHIPPING & CONSULTING,07/08/23,07/08/23
9548237,CLIA,EXPORTAÇÃO,229,92.967,MILHO,75.000,7.51,ALPHAMAR,06/08/23,07/08/23
9600633,ASL JUPITER,EXPORTAÇÃO,229,81.641,SOJA,69.080,7.2,ALPHAMAR,11/08/23,07/08/23
9440394,SEACON 9,EXPORTAÇÃO,225,74.844,SOJA,66.000,7.4,ORION RODOS,19/08/23,07/08/23
9609433,SCARLET FALCON,EXPORTAÇÃO,229,82.260,SOJA,72.290,6,LBH BRASIL,11/08/23,07/08/23
PREVAIL ST,PREVAIL STAR,EXPORTAÇÃO,229,81.055,SOJA,66.000,7.7,FERTIMPORT,09/08/23,07/08/23
9669902,BOW TRIUMPH,IMPORTAÇÃO,183,49.622,HIDRÓXIDO,6.300,11.18,LBH BRASIL,08/08/23,07/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,07/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,16.035,10,WILSON SONS SHIPPING SERVICES LTDA,15/08/23,07/08/23
9335123,MILOU,IMPORTAÇÃO,184,37.488,DIESEL,31.991,10.6,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,07/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,07/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,GRAOS,63.530,8,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,07/08/23
9465966,TORM ALICE,IMPORTAÇÃO,183,49.999,GASOLINAS,51.600,11.1,LACHMANN,10/08/23,07/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,07/08/23
9845166,FPMC 34,IMPORTAÇÃO,183,49.781,GASOLINA,36.000,11.6,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,15/08/23,07/08/23
9836440,AVON,IMPORTAÇÃO,183,49.999,DIESEL,18.700,11.2,LACHMANN,09/08/23,07/08/23
9107306,PINE ARROW,EXPORTAÇÃO,190,48.041,CELULOSE,43.000,7,WILSON SONS SHIPPING SERVICES LTDA,14/08/23,09/08/23
9529592,EAGLE ARROW,EXPORTAÇÃO,200,62.967,CELULOSE,16.620,7,WILSON SONS SHIPPING SERVICES LTDA,13/08/23,09/08/23
9548835,STAR DALMATIA,EXPORTAÇÃO,200,51.593,CELULOSE,32.100,6,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,09/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,09/08/23
9606120,VALOVINE,IMPORTAÇÃO,190,52.000,"SUPERFOSFATO,TEOR",47.050,11.5,ALPHAMAR,28/08/23,09/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,26/08/23,09/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,24/08/23,09/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,10,ROCHAMAR,13/08/23,09/08/23
9498432,TINA S,IMPORTAÇÃO,180,34.689,FERTILIZANTES,21.467,11.5,WILSON SONS SHIPPING SERVICES LTDA,12/08/23,09/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,30/08/23,09/08/23
9596844,BARBOSA LIMA SOBRINHO,IMPORTAÇÃO,118,5.095,GLP,35,6.3,LACHMANN,09/08/23,09/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,18.125,10,ALPHAMAR,02/09/23,09/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,7.29,ORION RODOS,09/08/23,09/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,GRAOS,63.530,8,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,09/08/23
9609433,SCARLET FALCON,EXPORTAÇÃO,229,82.260,SOJA,72.290,6,LBH BRASIL,11/08/23,09/08/23
9584499,WOOLLOOMOOLOO,EXPORTAÇÃO,224,76.064,GRAOS,720,7.79,FERTIMPORT,13/08/23,09/08/23
9748033,CRIMSON KINGDOM,EXPORTAÇÃO,228,84.860,MILHO,71.500,7,L.M.A. SHIPPING & CONSULTING,10/08/23,09/08/23
9583756,GEORGIA T,EXPORTAÇÃO,229,80.415,SOJA,63.000,7,L.M.A. SHIPPING & CONSULTING,07/08/23,09/08/23
9548237,CLIA,EXPORTAÇÃO,229,92.967,MILHO,75.000,7.51,ALPHAMAR,06/08/23,09/08/23
9600633,ASL JUPITER,EXPORTAÇÃO,229,81.641,SOJA,69.080,7.2,ALPHAMAR,11/08/23,09/08/23
9578294,BADGER ISLAND,EXPORTAÇÃO,190,58.086,SOJA,50.000,6,LBH BRASIL,09/08/23,09/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,08/08/23,09/08/23
9693769,PREVAIL STAR,EXPORTAÇÃO,229,81.055,SOJA,66.000,7.7,FERTIMPORT,09/08/23,09/08/23
9440394,SEACON 9,EXPORTAÇÃO,225,74.844,SOJA,63.000,7.4,ORION RODOS,19/08/23,09/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,09/08/23
9845166,FPMC 34,IMPORTAÇÃO,183,49.781,GASOLINA,36.000,11.6,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,15/08/23,09/08/23
9335123,MILOU,IMPORTAÇÃO,184,37.488,DIESEL,31.991,10.6,WILSON SONS SHIPPING SERVICES LTDA,18/08/23,09/08/23
9465966,TORM ALICE,IMPORTAÇÃO,183,49.999,GASOLINAS,51.600,11.1,LACHMANN,10/08/23,09/08/23
9576727,TEAM VIEW,EXPORTAÇÃO,178,36.254,FERRO,34.000,7,LBH BRASIL,17/08/23,09/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,09/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,09/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,33.874,10,WILSON SONS SHIPPING SERVICES LTDA,16/08/23,09/08/23
9254642,STAR JUVENTAS,EXPORTAÇÃO,198,44.837,CELULOSE,43.000,7,WILSON SONS SHIPPING SERVICES LTDA,16/08/23,13/08/23
9609433,SCARLET FALCON,EXPORTAÇÃO,229,82.260,SOJA,72.290,6,LBH BRASIL,11/08/23,11/08/23
9781085,ULTRALAZ,EXPORTAÇÃO,200,63.700,SOJA,63.000,6.7,ROCHAMAR,17/08/23,12/08/23
9789910,MEDI ZUOZ,IMPORTAÇÃO,200,60.501,FERTILIZANTES,50.400,12.35,WILSON SONS SHIPPING SERVICES LTDA,03/09/23,11/08/23
9548237,CLIA,EXPORTAÇÃO,229,92.967,MILHO,75.000,7.51,ALPHAMAR,06/08/23,11/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,23.125,10,ALPHAMAR,02/09/23,11/08/23
9801275,PACIFIC WAVE,EXPORTAÇÃO,180,37.644,COBRE,24.100,6.1,LBH BRASIL,16/08/23,12/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,9.5,ORION RODOS,22/08/23,11/08/23
9363663,RIVER PEARL,IMPORTAÇÃO,189,52.224,CALCARIO,47,11.48,ISS MARINE,15/08/23,11/08/23
9643805,CHIOS LUCK,IMPORTAÇÃO,180,36.612,(PÓ,6.300,10.3,LBH BRASIL,23/08/23,11/08/23
9606120,VALOVINE,IMPORTAÇÃO,190,52.000,"SUPERFOSFATO,TEOR",47.050,11.5,ALPHAMAR,28/08/23,11/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,03/09/23,11/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,8.1,ORION RODOS,24/08/23,11/08/23
9782974,BERGE BEN NEVIS,IMPORTAÇÃO,180,37.681,OUT.TRIGOS,12,10,WILSON SONS SHIPPING SERVICES LTDA,25/08/23,11/08/23
9684225,STAR MISTRAL,IMPORTAÇÃO,199,63.306,MOP,19.547,7.29,ORION RODOS,09/08/23,11/08/23
9007532,JACAMAR ARROW,IMPORTAÇÃO,199,46.998,MAP,15.658,8.6,ROCHAMAR,13/08/23,12/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,GRAOS,63.530,8,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,11/08/23
9584499,WOOLLOOMOOLOO,EXPORTAÇÃO,224,76.064,GRAOS,720,7.79,FERTIMPORT,13/08/23,11/08/23
9473341,NESTOR S,EXPORTAÇÃO,225,75.039,MILHO,73.000,7,ALPHAMAR,13/08/23,11/08/23
9440394,SEACON 9,EXPORTAÇÃO,225,74.844,SOJA,63.000,6.85,ORION RODOS,19/08/23,11/08/23
9500883,HONG YUAN,EXPORTAÇÃO,225,76.573,MILHO,66.000,7.11,CARGONAVE,13/08/23,11/08/23
9414149,ULTRA TIGER,EXPORTAÇÃO,229,83.611,SOJA,66.000,7,ALPHAMAR,08/08/23,11/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,11/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,33.874,10,WILSON SONS SHIPPING SERVICES LTDA,17/08/23,13/08/23
9595723,GOLDEN KEEN,EXPORTAÇÃO,229,81.586,OLEO.COMBUSTÍVEL,0,9,WILSON SONS SHIPPING SERVICES LTDA,08/08/23,11/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,11/08/23
9576727,TEAM VIEW,EXPORTAÇÃO,178,36.254,FERRO,34.000,7,LBH BRASIL,17/08/23,11/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,11/08/23
9335123,MILOU,IMPORTAÇÃO,184,37.488,DIESEL,31.991,10.6,WILSON SONS SHIPPING SERVICES LTDA,19/08/23,11/08/23
9845166,FPMC 34,IMPORTAÇÃO,183,49.781,GASOLINA,24.850,11.6,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,15/08/23,11/08/23
9440394,SEACON 9,EXPORTAÇÃO,225,74.844,SOJA,63.000,6.85,ORION RODOS,21/08/23,20/08/23
9789910,MEDI ZUOZ,IMPORTAÇÃO,200,60.501,FERTILIZANTES,50.400,12.35,WILSON SONS SHIPPING SERVICES LTDA,03/09/23,19/08/23
9617430,CAPTAIN J. NEOFOTISTOS,EXPORTAÇÃO,229,79.510,MILHO,71.500,7.65,CARGONAVE,21/08/23,19/08/23
9942093,PORT KYOTO,IMPORTAÇÃO,199,63.590,MOP,17.198,7.54,ORION RODOS,23/08/23,19/08/23
9806782,SANTA JOHANNA,IMPORTAÇÃO,200,61.255,FERTILIZANTES,49.900,11.5,WILSON SONS SHIPPING SERVICES LTDA,27/09/23,19/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,23.125,10,ALPHAMAR,05/09/23,19/08/23
9606120,VALOVINE,IMPORTAÇÃO,190,52.000,"SUPERFOSFATO,TEOR",47.050,11.5,ALPHAMAR,31/08/23,19/08/23
9782974,BERGE BEN NEVIS,IMPORTAÇÃO,180,37.681,OUT.TRIGOS,12,10,WILSON SONS SHIPPING SERVICES LTDA,29/08/23,19/08/23
9866768,FEDERAL FRONTIER,IMPORTAÇÃO,200,34.050,MOP,10.806,8,ORION RODOS,29/08/23,19/08/23
9566576,EXPLORER AMERICA,IMPORTAÇÃO,200,61.684,AMM.SULPHATE,44.000,9.5,ORION RODOS,27/09/23,19/08/23
9643805,CHIOS LUCK,IMPORTAÇÃO,180,36.612,(PÓ,6.300,10.3,LBH BRASIL,23/08/23,20/08/23
9596832,DARCY RIBEIRO,IMPORTAÇÃO,117,5.583,GLP,3.500,6.3,LACHMANN,17/08/23,19/08/23
9468085,ALANIS,IMPORTAÇÃO,138,12.594,AQUECEDORES,620,6.8,UNIMAR,29/08/23,19/08/23
9300178,HAINAN ISLAND,IMPORTAÇÃO,177,32.573,MAP,9.900,10,ROCHAMAR,15/09/23,19/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,6.95,ORION RODOS,26/08/23,19/08/23
9925760,ULTRA RELIANCE,EXPORTAÇÃO,200,63.662,COBRE,0,8.68,WILHELMSEN PORT SERVICES BRASIL LTDA,22/08/23,19/08/23
9427342,KARPATHOS DAWN,IMPORTAÇÃO,190,56.700,FERTILIZANTES,18.000,10.3,LBH BRASIL,02/09/23,19/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,05/09/23,19/08/23
9719575,STEFANOS,EXPORTAÇÃO,229,81.237,SOJA,700,8.1,LBH BRASIL,21/08/23,19/08/23
9696424,LETO.,EXPORTAÇÃO,200,63.485,MILHO,60.421,7.51,L.M.A. SHIPPING & CONSULTING,18/08/23,19/08/23
9684225,STAR MISTRAL,EXPORTAÇÃO,199,63.306,SOJA,55.000,6.4,FERTIMPORT,24/08/23,19/08/23
9530644,IOLCOS DIGNITY,EXPORTAÇÃO,229,34.317,GRAOS,736,8.4,LBH BRASIL,26/08/23,19/08/23
9919929,AGILITY DIVA,EXPORTAÇÃO,229,88.977,MILHO,77.000,7,ALPHAMAR,20/08/23,19/08/23
9520821,AMAMI,EXPORTAÇÃO,240,98.681,GRAOS,76.000,7.3,LBH BRASIL,09/09/23,19/08/23
9363493,BOW HECTOR,IMPORTAÇÃO,174,33.694,HIDRÓXIDO,8.000,6.5,LBH BRASIL,29/08/23,19/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,19/08/23
9512757,ANDIAMO,IMPORTAÇÃO,180,48.023,GASOLINAS,52.699,12,LACHMANN,21/08/23,19/08/23
9582960,TATRY,EXPORTAÇÃO,229,82.138,GRAOS,66.000,6.8,FERTIMPORT,24/08/23,19/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,19/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,19/08/23
9472751,UOG SYROS,IMPORTAÇÃO,183,51.745,DIESEL,35.459,10,WILSON SONS SHIPPING SERVICES LTDA,24/08/23,19/08/23
9186780,TEAL ARROW,EXPORTAÇÃO,173,36.466,CELULOSE,30.000,7,WILSON SONS SHIPPING SERVICES LTDA,26/08/23,25/08/23
9634842,STAR CALYPSO,EXPORTAÇÃO,229,81.890,MILHO,71.500,7,ALPHAMAR,25/08/23,25/08/23
9789910,MEDI ZUOZ,IMPORTAÇÃO,200,60.501,FERTILIZANTES,50.400,12.35,WILSON SONS SHIPPING SERVICES LTDA,03/09/23,25/08/23
9615406,MODIGLIANI,EXPORTAÇÃO,229,81.767,MILHO,68.000,7.32,L.M.A. SHIPPING & CONSULTING,01/09/23,25/08/23
9566576,EXPLORER AMERICA,IMPORTAÇÃO,200,61.684,NP 11-44,44.000,10.4,ORION RODOS,27/09/23,25/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,6.95,ORION RODOS,26/08/23,25/08/23
9806782,SANTA JOHANNA,IMPORTAÇÃO,200,61.255,FERTILIZANTES,49.900,11.5,WILSON SONS SHIPPING SERVICES LTDA,27/09/23,25/08/23
9683128,BULK BEQUIA,IMPORTAÇÃO,195,61.309,FERTILIZANTES,25.000,11,WILHELMSEN PORT SERVICES BRASIL LTDA,02/09/23,25/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,23.125,10,ALPHAMAR,27/08/23,25/08/23
9606120,VALOVINE,IMPORTAÇÃO,190,52.000,FERTILIZANTES,43.150,11.5,ALPHAMAR,01/09/23,25/08/23
9934199,JOSCO BINZHOU,IMPORTAÇÃO,200,64.240,FERTILIZANTES,49.900,11.5,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,14/09/23,25/08/23
9866768,FEDERAL FRONTIER,IMPORTAÇÃO,200,34.050,MOP,10.806,8,ORION RODOS,29/08/23,25/08/23
9596856,LUCIO COSTA,IMPORTAÇÃO,118,5.583,GLP,3.500,6.9,LACHMANN,23/08/23,25/08/23
9468085,ALANIS,IMPORTAÇÃO,138,12.594,AQUECEDORES,620,6.8,UNIMAR,29/08/23,25/08/23
9300178,HAINAN ISLAND,IMPORTAÇÃO,177,32.573,MAP,9.900,10,ROCHAMAR,15/09/23,25/08/23
9782974,BERGE BEN NEVIS,IMPORTAÇÃO,180,38.867,OUT.TRIGOS,13.000,10,WILSON SONS SHIPPING SERVICES LTDA,29/08/23,25/08/23
9427342,KARPATHOS DAWN,IMPORTAÇÃO,190,56.700,FERTILIZANTES,18.000,10.3,LBH BRASIL,02/09/23,25/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,06/09/23,25/08/23
9530644,IOLCOS DIGNITY,EXPORTAÇÃO,229,34.317,GRAOS,73.644,8.4,LBH BRASIL,25/08/23,25/08/23
9764037,MEDI KAZAHAYA,EXPORTAÇÃO,229,81.774,SOJA,70.200,7,ALPHAMAR,04/09/23,25/08/23
9520821,AMAMI,EXPORTAÇÃO,240,98.681,GRAOS,76.000,7.3,LBH BRASIL,10/09/23,25/08/23
9247285,ATHINA III,EXPORTAÇÃO,225,73.305,MILHO,66.000,6.98,CARGONAVE,31/08/23,25/08/23
9544097,PRIMROSE ATLANTIC,EXPORTAÇÃO,229,81.879,SOJA,71.500,6.77,ALPHAMAR,31/08/23,25/08/23
9696424,LETO.,EXPORTAÇÃO,200,63.485,MILHO,60.421,7.51,L.M.A. SHIPPING & CONSULTING,18/08/23,25/08/23
9937268,ELITE DIVA,EXPORTAÇÃO,229,82.412,MILHO,74.450,7,ALPHAMAR,01/09/23,25/08/23
9363493,BOW HECTOR,IMPORTAÇÃO,174,33.694,HIDRÓXIDO,8.000,6.5,LBH BRASIL,30/08/23,25/08/23
9472751,UOG SYROS,IMPORTAÇÃO,183,51.745,OUTRAS,28.638,10,WILSON SONS SHIPPING SERVICES LTDA,26/08/23,25/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,25/08/23
9423906,BACHATA,IMPORTAÇÃO,189,50.094,OLEO.COMBUSTÍVEL,4.000,8,LACHMANN,24/08/23,25/08/23
9831696,FPMC 31,IMPORTAÇÃO,183,49.731,OUTRAS,17.200,11.5,NORTH STAR,29/08/23,25/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,25/08/23
9582960,TATRY,EXPORTAÇÃO,229,82.138,GRAOS,66.000,6.8,FERTIMPORT,24/08/23,25/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,25/08/23
9706841,STI BROOKLYN,IMPORTAÇÃO,183,49.990,DIESEL,38.499,11.75,GAC DO BRASIL,30/08/23,25/08/23
9825001,SALIGNA,EXPORTAÇÃO,202,62.357,CELULOSE,16.078,7,WILSON SONS SHIPPING SERVICES LTDA,04/09/23,27/08/23
9789910,MEDI ZUOZ,IMPORTAÇÃO,200,60.501,FERTILIZANTES,50.400,12.35,WILSON SONS SHIPPING SERVICES LTDA,03/09/23,27/08/23
9696424,LETO.,EXPORTAÇÃO,200,63.485,MILHO,60.421,7.51,L.M.A. SHIPPING & CONSULTING,18/08/23,27/08/23
9615406,MODIGLIANI,EXPORTAÇÃO,229,81.767,MILHO,68.000,7.32,L.M.A. SHIPPING & CONSULTING,01/09/23,27/08/23
9806782,SANTA JOHANNA,IMPORTAÇÃO,200,61.255,FERTILIZANTES,49.900,11.5,WILSON SONS SHIPPING SERVICES LTDA,27/09/23,27/08/23
9606120,VALOVINE,IMPORTAÇÃO,190,52.000,FERTILIZANTES,43.150,11.5,ALPHAMAR,01/09/23,27/08/23
9683128,BULK BEQUIA,IMPORTAÇÃO,195,61.309,FERTILIZANTES,25.000,11,WILHELMSEN PORT SERVICES BRASIL LTDA,02/09/23,27/08/23
9298519,TAI HONOR,IMPORTAÇÃO,190,52.220,FERTILIZANTES,43.125,11,LBH BRASIL,08/09/23,27/08/23
9566576,EXPLORER AMERICA,IMPORTAÇÃO,200,61.684,NP 11-44,44.000,10.4,ORION RODOS,27/09/23,27/08/23
9934199,JOSCO BINZHOU,IMPORTAÇÃO,200,64.240,FERTILIZANTES,49.900,11.5,WORLD SHIPPING SLZ AGENCIAMENTOS MARITIMOS LTDA,14/09/23,27/08/23
9486568,SIGMA TRADER,IMPORTAÇÃO,190,37.302,FERTILIZANTES,23.125,10,ALPHAMAR,27/08/23,27/08/23
9596856,LUCIO COSTA,IMPORTAÇÃO,118,5.583,GLP,3.500,6.9,LACHMANN,23/08/23,27/08/23
9468085,ALANIS,IMPORTAÇÃO,138,12.594,AQUECEDORES,620,6.8,UNIMAR,29/08/23,27/08/23
9300178,HAINAN ISLAND,IMPORTAÇÃO,177,32.573,MAP,9.900,10,ROCHAMAR,15/09/23,27/08/23
9782974,BERGE BEN NEVIS,IMPORTAÇÃO,180,38.867,OUT.TRIGOS,13.000,10,WILSON SONS SHIPPING SERVICES LTDA,29/08/23,27/08/23
9427342,KARPATHOS DAWN,IMPORTAÇÃO,190,56.700,FERTILIZANTES,18.000,10.3,LBH BRASIL,03/09/23,27/08/23
9782986,ULTRA TATIO,IMPORTAÇÃO,180,37.927,ADUBOS,4.400,11.5,LBH BRASIL,28/09/23,27/08/23
9766176,FEDERAL RUHR,IMPORTAÇÃO,200,36.754,MOP,12.456,6.95,ORION RODOS,26/08/23,27/08/23
9866768,FEDERAL FRONTIER,IMPORTAÇÃO,200,34.050,MOP,10.806,8,ORION RODOS,29/08/23,27/08/23
9247285,ATHINA III,EXPORTAÇÃO,225,73.305,MILHO,66.000,6.98,CARGONAVE,31/08/23,27/08/23
9937268,ELITE DIVA,EXPORTAÇÃO,229,82.412,MILHO,74.450,7,ALPHAMAR,01/09/23,27/08/23
9520821,AMAMI,EXPORTAÇÃO,240,98.681,GRAOS,76.000,7.3,LBH BRASIL,10/09/23,27/08/23
9544097,PRIMROSE ATLANTIC,EXPORTAÇÃO,229,81.879,SOJA,71.500,6.77,ALPHAMAR,31/08/23,27/08/23
9764037,MEDI KAZAHAYA,EXPORTAÇÃO,229,81.774,SOJA,70.200,7,ALPHAMAR,04/09/23,27/08/23
9706841,STI BROOKLYN,IMPORTAÇÃO,183,49.990,DIESEL,38.499,11.75,GAC DO BRASIL,30/08/23,27/08/23
9144380,BRAGE R,TRANSBORDO,89,3.200,DIESEL,200,4,OCEANMAR SERVIÇOS MARÍTIMOS LTDA,20/09/21,27/08/23
9363493,BOW HECTOR,IMPORTAÇÃO,174,33.694,HIDRÓXIDO,8.000,6.5,LBH BRASIL,30/08/23,27/08/23
9307827,MINERVA VIRGO,IMPORTAÇÃO,183,49.990,DIESEL,20.000,10,WILSON SONS SHIPPING SERVICES LTDA,07/09/23,27/08/23
9407407,HORIZON THEONI,IMPORTAÇÃO,183,49.997,DIESEL,27.600,9.8,LACHMANN,27/08/23,27/08/23
9472751,UOG SYROS,IMPORTAÇÃO,183,51.745,OUTRAS,28.638,10,WILSON SONS SHIPPING SERVICES LTDA,26/08/23,27/08/23
9580120,GOLF,EXPORTAÇÃO,180,35.445,COBRE,161,7,WILHELMSEN PORT SERVICES BRASIL LTDA,17/04/22,27/08/23
9487627,ATHINA L,EXPORTAÇÃO,229,81.358,MILHO,70.000,7,ALPHAMAR,28/08/23,27/08/23
9831696,FPMC 31,IMPORTAÇÃO,183,49.731,OUTRAS,17.200,11.5,NORTH STAR,29/08/23,27/08/23
9700342,SEAWAYS LOOKOUT,IMPORTAÇÃO,183,50.136,OUTRAS,22.376,10,WILSON SONS SHIPPING SERVICES LTDA,04/09/23,27/08/23
9559200,DN 204,TRANSBORDO,29,381,BUNKER,3.000,2.44,ORION RODOS,26/02/22,27/08/23
